"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"ANKRD40",1.39309123619858e-39,-0.880033418434215,0.078,0.151,2.78492869028458e-35,"ANKRD40"
"MPP1",1.599406132559e-39,1.83947683894302,0.215,0.13,3.1973727995987e-35,"MPP1"
"PAFAH1B3",1.7167467189031e-39,-1.06916639649894,0.064,0.133,3.4319483657592e-35,"PAFAH1B3"
"ANKRD13C",1.74851656998914e-39,-0.881649891338065,0.054,0.12,3.4954594750653e-35,"ANKRD13C"
"SLC25A39",1.78224967615006e-39,-0.359342175795881,0.098,0.179,3.56289532759159e-35,"SLC25A39"
"RBM19",2.39987054863954e-39,-1.04646255847585,0.057,0.124,4.7975812137853e-35,"RBM19"
"FAM76A",2.71661465365399e-39,-0.646379475250897,0.088,0.165,5.43078435411968e-35,"FAM76A"
"PGM2L1",2.82648955013952e-39,-0.319295036615143,0.053,0.121,5.65043525968392e-35,"PGM2L1"
"ATG14",2.90923086807918e-39,-0.64151050175967,0.073,0.147,5.81584342837708e-35,"ATG14"
"USP36",3.33645436363692e-39,-0.498754513774729,0.091,0.17,6.66990591834656e-35,"USP36"
"RNF214",3.42954641448819e-39,-0.966598942208267,0.069,0.139,6.85600623720335e-35,"RNF214"
"P4HTM",3.44289554480302e-39,-0.975147617157536,0.047,0.109,6.88269248361571e-35,"P4HTM"
"SNUPN",3.49619641088567e-39,-0.699692751430085,0.101,0.18,6.98924624500154e-35,"SNUPN"
"RAB32",3.70959072461818e-39,2.02578369914033,0.239,0.151,7.41584281758421e-35,"RAB32"
"CHCHD3",3.75243726875442e-39,-0.813257639319517,0.104,0.184,7.50149734396697e-35,"CHCHD3"
"EBNA1BP2",3.7714303697151e-39,-0.941957049686243,0.089,0.165,7.53946645209746e-35,"EBNA1BP2"
"CENPB",3.94215890817841e-39,-0.749239988629896,0.121,0.205,7.88076987333945e-35,"CENPB"
"ZNF680",4.34066883168033e-39,-0.89345023726669,0.052,0.118,8.67743106141214e-35,"ZNF680"
"TLE3",4.36022980862167e-39,2.53957147773992,0.279,0.199,8.71653541041558e-35,"TLE3"
"SSBP2",4.42694248281718e-39,0.268252649393703,0.117,0.21,8.84990071739983e-35,"SSBP2"
"ATP6V1B2",4.50258717842444e-39,1.80487040412197,0.33,0.256,9.0011220283883e-35,"ATP6V1B2"
"LIAS",5.40122168293126e-39,-0.848682482350759,0.075,0.148,1.07975822663479e-34,"LIAS"
"PNP",5.53596230076492e-39,-0.310001329193806,0.125,0.212,1.10669422354592e-34,"PNP"
"HDAC3",5.5550531038845e-39,-0.26363216566983,0.118,0.203,1.11051066599755e-34,"HDAC3"
"CLEC4D",5.79253233726486e-39,2.60438180762414,0.126,0.058,1.15798513954262e-34,"CLEC4D"
"JMY",6.37976822477635e-39,-0.98977730242378,0.057,0.124,1.27537946581504e-34,"JMY"
"CAPG",6.52090106700135e-39,1.50623783597169,0.265,0.181,1.30359333230424e-34,"CAPG"
"PDCL",6.8063189884104e-39,-0.614078998452416,0.083,0.158,1.36065122897312e-34,"PDCL"
"PHF21A",7.06280602904994e-39,2.39698299816797,0.289,0.205,1.41192555326737e-34,"PHF21A"
"EDRF1",8.09396410595846e-39,-0.302944507909052,0.095,0.174,1.61806436442216e-34,"EDRF1"
"SF1",9.12457554944875e-39,0.341580109547262,0.565,0.815,1.8240938980903e-34,"SF1"
"NOL10",9.20459330245553e-39,-0.975935108033403,0.07,0.14,1.84009024709389e-34,"NOL10"
"ZFPM1",1.08582648126399e-38,-0.593778391494565,0.1,0.18,2.17067571869485e-34,"ZFPM1"
"DDB1",1.08658500493181e-38,-0.431392336757607,0.17,0.264,2.17219208335917e-34,"DDB1"
"TNFSF10",1.13225280113735e-38,1.36203159922551,0.454,0.407,2.26348657475368e-34,"TNFSF10"
"BCL7B",1.21429104896146e-38,-0.280706346075975,0.136,0.225,2.42748923597886e-34,"BCL7B"
"TMA16",1.39432273670742e-38,-0.524533241796764,0.142,0.234,2.7873905829518e-34,"TMA16"
"LMF2",1.40506585043663e-38,-0.284309222198992,0.094,0.173,2.80886714160787e-34,"LMF2"
"TPGS1",1.59797414875306e-38,-0.703290916353908,0.142,0.229,3.19451012077225e-34,"TPGS1"
"CFAP20",1.60022179789089e-38,-0.850367647792405,0.05,0.112,3.19900339616368e-34,"CFAP20"
"TMEM208",1.65945627584101e-38,-0.253935672725836,0.179,0.277,3.31741904103377e-34,"TMEM208"
"ZBTB14",1.69176666440029e-38,-0.861937595040816,0.051,0.115,3.38201073880261e-34,"ZBTB14"
"CISD2",1.75587380283209e-38,-0.288420812358848,0.108,0.19,3.51016731924163e-34,"CISD2"
"ELP6",1.97693343143296e-38,-0.879847460497392,0.089,0.166,3.95208762277763e-34,"ELP6"
"FLYWCH2",2.19233272117028e-38,-0.584237864493266,0.076,0.149,4.3826923428915e-34,"FLYWCH2"
"XRN1",2.31810935952109e-38,0.542820115664813,0.327,0.483,4.63413242061861e-34,"XRN1"
"CHD4",2.43922047556577e-38,0.305102846301691,0.329,0.471,4.87624565270353e-34,"CHD4"
"HERC4",2.56314996043959e-38,0.559006051849595,0.273,0.405,5.12399308591479e-34,"HERC4"
"MALSU1",2.63419435198615e-38,-0.391257339028629,0.124,0.211,5.26601792905552e-34,"MALSU1"
"MTRR",2.68746616891221e-38,-1.06299657522094,0.049,0.111,5.3725136182724e-34,"MTRR"
"APOL6",3.06981956739522e-38,0.739261287021835,0.317,0.476,6.13687629717978e-34,"APOL6"
"MRPL39",3.31936882203859e-38,-1.20273611658277,0.048,0.109,6.63575021213734e-34,"MRPL39"
"DALRD3",3.58851025356736e-38,-0.911897051754953,0.066,0.135,7.1737908479065e-34,"DALRD3"
"CCNQ",3.73553639326076e-38,-0.73386413224874,0.074,0.147,7.46771080376758e-34,"CCNQ"
"DCPS",4.20382350929475e-38,-0.833276311237561,0.078,0.15,8.40386357743113e-34,"DCPS"
"POLR3E",4.32718663582829e-38,-1.08858231910911,0.054,0.119,8.65047880368433e-34,"POLR3E"
"WDR60",5.02421849526117e-38,-0.938202510469397,0.056,0.122,1.00439151938766e-33,"WDR60"
"MRPL30",5.16041922110208e-38,-0.854056449627635,0.072,0.142,1.03161940649052e-33,"MRPL30"
"SMARCD3",5.24098483438754e-38,2.88012396744796,0.141,0.069,1.04772527824241e-33,"SMARCD3"
"FADD",5.64754092130131e-38,-0.402757953424036,0.056,0.122,1.12899990557735e-33,"FADD"
"MRPL16",5.76319645465441e-38,-0.362850940461654,0.142,0.231,1.15212060324996e-33,"MRPL16"
"DTD1",5.85560198374733e-38,-0.513327095255312,0.108,0.188,1.17059339257093e-33,"DTD1"
"SLC9A9",7.32600353746799e-38,-0.772502417644717,0.081,0.154,1.46454136717523e-33,"SLC9A9"
"SGF29",8.3604174679243e-38,-0.489447132637454,0.079,0.153,1.67133105601275e-33,"SGF29"
"TAF1B",8.45816762682281e-38,-0.780772956122591,0.083,0.155,1.69087229027815e-33,"TAF1B"
"TMEM128",8.5392064935344e-38,-0.959179010789573,0.054,0.117,1.70707277012246e-33,"TMEM128"
"INTS11",1.04592882329796e-37,-0.436042588386289,0.119,0.201,2.09091631065495e-33,"INTS11"
"DENND4C",1.1260411513843e-37,-0.479584363710959,0.104,0.182,2.25106886573235e-33,"DENND4C"
"GPATCH4",1.13399409194041e-37,-0.960061898540426,0.089,0.165,2.26696758919807e-33,"GPATCH4"
"B3GALT4",1.25858080948758e-37,-0.556057907333426,0.092,0.168,2.51602889624661e-33,"B3GALT4"
"SYNC",1.27340602495659e-37,-0.646390485362102,0.088,0.164,2.54566598449072e-33,"SYNC"
"ANKRD26",1.35900191840243e-37,-1.07567946863297,0.052,0.115,2.71678073507831e-33,"ANKRD26"
"YTHDC2",1.51761499725196e-37,-0.384349824875414,0.129,0.215,3.03386414100638e-33,"YTHDC2"
"MORC2",1.55194919644329e-37,-1.1817611516259,0.047,0.108,3.10250163860978e-33,"MORC2"
"EEF1AKMT2",1.69335858439213e-37,-0.895177998538209,0.07,0.14,3.38519314605831e-33,"EEF1AKMT2"
"SLC25A11",1.70018084780868e-37,-0.293627794575977,0.149,0.238,3.39883153285432e-33,"SLC25A11"
"BUD31",1.8150871476631e-37,0.325238717244907,0.303,0.434,3.62854071689329e-33,"BUD31"
"PEA15",1.97440208593982e-37,-1.02882118474925,0.065,0.131,3.94702721000229e-33,"PEA15"
"CREBRF",2.13185338183988e-37,1.92555831070956,0.545,0.547,4.2617880956361e-33,"CREBRF"
"PDE4DIP",2.20524960749834e-37,-0.432652908827489,0.093,0.169,4.40851449034993e-33,"PDE4DIP"
"NUDT9",2.39765772655443e-37,-1.48864108903821,0.047,0.107,4.79315756115496e-33,"NUDT9"
"PHC3",2.49390456133274e-37,0.416627503452374,0.241,0.36,4.98556460856028e-33,"PHC3"
"GMFG",2.67669618613511e-37,0.853309253590212,0.731,0.904,5.3509833457027e-33,"GMFG"
"AP1AR",2.86472783527755e-37,-0.875184285512432,0.079,0.152,5.72687741550335e-33,"AP1AR"
"IFRD1",3.00769231316701e-37,2.67058470637168,0.214,0.136,6.01267770325218e-33,"IFRD1"
"PEX3",3.02689661981642e-37,-1.11079277592265,0.045,0.106,6.051069032675e-33,"PEX3"
"PSMG1",3.32349980740467e-37,-0.99436009395053,0.064,0.13,6.64400846498268e-33,"PSMG1"
"TAGLN2",3.43194069102492e-37,1.51651824433338,0.607,0.633,6.86079263542793e-33,"TAGLN2"
"SPATA13",3.66021056329547e-37,0.78862318732248,0.179,0.288,7.31712693708397e-33,"SPATA13"
"MMAB",4.04675243022373e-37,-1.16247493663614,0.046,0.106,8.08986278326026e-33,"MMAB"
"EXOSC5",4.06335419450254e-37,-1.10910119879229,0.062,0.128,8.12305137023002e-33,"EXOSC5"
"CDKAL1",4.19650988124771e-37,-0.919214028930369,0.057,0.121,8.3892429036023e-33,"CDKAL1"
"ULK1",4.20934992744452e-37,2.56973583697903,0.178,0.102,8.41491143995434e-33,"ULK1"
"CCDC124",4.37310798606188e-37,-0.722310699772958,0.103,0.18,8.7422801749363e-33,"CCDC124"
"HTT",4.84141804324847e-37,-0.452315533979299,0.144,0.23,9.67847881025801e-33,"HTT"
"GOLT1B",5.03678168233172e-37,-0.811459908675262,0.082,0.153,1.00690302611493e-32,"GOLT1B"
"SHLD2",5.58436236055536e-37,-0.831959516791026,0.09,0.164,1.11636987949862e-32,"SHLD2"
"PEX16",6.17892990703576e-37,-0.362007272435376,0.113,0.195,1.23522987771552e-32,"PEX16"
"ARFGAP3",6.35402777498931e-37,0.367920687083878,0.173,0.273,1.27023369249811e-32,"ARFGAP3"
"SMARCE1",6.84142737075486e-37,-0.2842949734873,0.169,0.263,1.3676697456876e-32,"SMARCE1"
"RRAS2",7.09557145975638e-37,-1.13811524930428,0.044,0.104,1.4184756905199e-32,"RRAS2"
"TIMM22",7.46817590512798e-37,-0.665282485980758,0.073,0.143,1.49296304519413e-32,"TIMM22"
"RBAK-RBAKDN",7.93833988527849e-37,-1.13422967720942,0.05,0.111,1.58695352646602e-32,"RBAK-RBAKDN"
"PPIL2",8.10181288174068e-37,-0.409891510760082,0.12,0.202,1.61963341318878e-32,"PPIL2"
"CEBPB",8.25212845471963e-37,1.23964052928456,0.48,0.443,1.649682999383e-32,"CEBPB"
"KCNAB2",8.37519494693666e-37,-0.335818230280473,0.174,0.267,1.67428522184211e-32,"KCNAB2"
"RABGGTB",8.79449184040226e-37,-0.361278445870411,0.133,0.219,1.75810686381481e-32,"RABGGTB"
"ARID1B",9.1374022108454e-37,0.483980343837866,0.42,0.609,1.8266580759701e-32,"ARID1B"
"A1BG",9.28256580049195e-37,-0.513152134841939,0.13,0.215,1.85567772917635e-32,"A1BG"
"RASGRP4",9.3772159632882e-37,2.60883726003344,0.159,0.087,1.87459924322094e-32,"RASGRP4"
"INIP",9.63114972347589e-37,-0.326805862924922,0.102,0.181,1.92536314122007e-32,"INIP"
"TULP4",9.98565367874463e-37,-0.706162556413819,0.108,0.187,1.99623202691784e-32,"TULP4"
"DBT",1.0415110415637e-36,-0.555573224907904,0.069,0.138,2.08208472319e-32,"DBT"
"CD302",1.15318372674797e-36,1.35107787720848,0.252,0.172,2.30532958814188e-32,"CD302"
"GRAMD1A",1.23015551339897e-36,0.633268257562525,0.18,0.285,2.45920388683588e-32,"GRAMD1A"
"ZNF253",1.24717031035049e-36,-0.837872775531037,0.05,0.112,2.49321816742166e-32,"ZNF253"
"GPATCH2L",1.25080205681858e-36,0.285834793012651,0.209,0.317,2.50047839178603e-32,"GPATCH2L"
"SNIP1",1.29519075372139e-36,-0.334175640638758,0.082,0.155,2.58921583576444e-32,"SNIP1"
"DHRS7",1.30418768434833e-36,0.506485122626189,0.325,0.476,2.60720159978076e-32,"DHRS7"
"ABHD2",1.31374802456831e-36,2.0764641091316,0.277,0.197,2.6263136759145e-32,"ABHD2"
"SF3B1",1.33323323661927e-36,0.262818039537921,0.516,0.763,2.66526656332558e-32,"SF3B1"
"PSMC1",1.43293460806259e-36,0.255554180596079,0.261,0.384,2.86457957497791e-32,"PSMC1"
"BORCS6",1.47785470912413e-36,-0.319324532317617,0.086,0.161,2.95437934901006e-32,"BORCS6"
"HIST1H4E",1.51337258172675e-36,-0.899962377060792,0.055,0.118,3.02538312812995e-32,"HIST1H4E"
"ADPRM",1.67002410529872e-36,-0.818700200664483,0.047,0.108,3.33854518890268e-32,"ADPRM"
"RBM15B",1.68716855843602e-36,-0.79982746640867,0.088,0.16,3.37281866516945e-32,"RBM15B"
"COIL",1.70314244503855e-36,-0.784761623945655,0.108,0.187,3.40475206187656e-32,"COIL"
"VPS4A",1.75355108307397e-36,-0.347787916694257,0.127,0.209,3.50552397017317e-32,"VPS4A"
"IDI1",1.78214417733885e-36,0.335281027743073,0.228,0.342,3.5626844249181e-32,"IDI1"
"PTGES2",1.86933300486103e-36,-0.752545463440807,0.097,0.172,3.73698361001769e-32,"PTGES2"
"DNAJB6",1.93437239843828e-36,0.677746636420868,0.366,0.533,3.86700386171797e-32,"DNAJB6"
"TMEM209",1.96075882224538e-36,-0.87945839438202,0.065,0.131,3.91975296155074e-32,"TMEM209"
"FUT8",1.96789304981426e-36,-0.709426713106436,0.06,0.125,3.93401499588369e-32,"FUT8"
"ZCCHC2",2.01215669649391e-36,2.44726051133475,0.256,0.18,4.02250245196097e-32,"ZCCHC2"
"PRPF39",2.36342980401321e-36,-0.778808514081681,0.064,0.131,4.7247325212028e-32,"PRPF39"
"CSTF2T",2.49236689949675e-36,-0.805641128413854,0.075,0.144,4.98249066878395e-32,"CSTF2T"
"AL021368.2",2.60260149900665e-36,-0.927031610540602,0.042,0.1,5.20286065666419e-32,"AL021368.2"
"CD2AP",2.63177787678862e-36,-0.491461541335213,0.13,0.215,5.26118715348812e-32,"CD2AP"
"SIRT7",3.03305111105779e-36,0.438550887438751,0.227,0.338,6.06337247611562e-32,"SIRT7"
"SNAPIN",3.06276199845435e-36,-0.713678571918291,0.098,0.173,6.12276751111009e-32,"SNAPIN"
"ZNF808",3.18393650108359e-36,-0.428966306872595,0.046,0.105,6.3650074593162e-32,"ZNF808"
"PTGS2",3.21153313620998e-36,2.41903364586855,0.145,0.077,6.42017589259737e-32,"PTGS2"
"EIF2B5",3.62755574698191e-36,-0.781107232115521,0.09,0.163,7.25184669379154e-32,"EIF2B5"
"BCL2A1",3.88344031677906e-36,2.25857446620777,0.254,0.177,7.76338553727301e-32,"BCL2A1"
"BRWD1",4.16500822940205e-36,0.292257570564356,0.211,0.319,8.32626795139764e-32,"BRWD1"
"RMND1",4.22207933484212e-36,-0.726688230578169,0.061,0.127,8.44035879828288e-32,"RMND1"
"IRF1",4.25467980786736e-36,1.55322991357539,0.589,0.632,8.50553040390764e-32,"IRF1"
"H2AFY",4.264943607859e-36,1.45508263557079,0.461,0.458,8.52604876647093e-32,"H2AFY"
"SIRPB1",4.69117901882491e-36,2.23281953095377,0.193,0.116,9.37813597653289e-32,"SIRPB1"
"NBAS",4.69791634354353e-36,-0.621571627065725,0.078,0.149,9.39160456237788e-32,"NBAS"
"ZNF512",4.7063016068425e-36,-0.74273076552266,0.064,0.13,9.40836754223885e-32,"ZNF512"
"BRD2",5.1172588549728e-36,0.298674974550946,0.34,0.486,1.02299121769761e-31,"BRD2"
"THOC1",5.17979786332191e-36,-0.760635270971215,0.1,0.177,1.03549339085668e-31,"THOC1"
"AFG3L2",5.32415722515837e-36,-0.639664371847468,0.136,0.22,1.06435227088141e-31,"AFG3L2"
"TP53",6.11322617502298e-36,-0.633462185212116,0.118,0.199,1.22209504464884e-31,"TP53"
"SFT2D3",6.6403273559136e-36,-1.03349519061838,0.046,0.105,1.32746784172069e-31,"SFT2D3"
"LCMT1",7.00798147005413e-36,-0.86046487833244,0.075,0.143,1.40096557567852e-31,"LCMT1"
"EP400",7.44458819671373e-36,-0.39986317792434,0.122,0.203,1.48824762640504e-31,"EP400"
"MMADHC",7.67133602884079e-36,0.388513419165581,0.206,0.315,1.53357678552556e-31,"MMADHC"
"CHRAC1",8.22797413006805e-36,-0.25469597000835,0.134,0.22,1.6448543083419e-31,"CHRAC1"
"TMEM181",8.78400088371573e-36,-0.618482825557644,0.089,0.161,1.75600961666361e-31,"TMEM181"
"ADD1",9.212929033101e-36,0.353838538221711,0.316,0.451,1.84175664300722e-31,"ADD1"
"UPF3B",9.29095549011939e-36,-0.383606150689494,0.101,0.179,1.85735491202977e-31,"UPF3B"
"SECISBP2",9.88783396164843e-36,0.321552221628746,0.225,0.339,1.97667688727314e-31,"SECISBP2"
"TRIB1",9.97157439891925e-36,2.59292579692158,0.118,0.054,1.99341743808795e-31,"TRIB1"
"NNT",1.15699735926258e-35,-0.495091847547535,0.131,0.213,2.31295342090182e-31,"NNT"
"FUT11",1.1832362644398e-35,-0.827523583841612,0.065,0.13,2.36540761624161e-31,"FUT11"
"COMMD4",1.21933322978751e-35,-0.52143475291716,0.113,0.191,2.43756905966821e-31,"COMMD4"
"TFPT",1.22833349042837e-35,-0.776454771591085,0.062,0.127,2.45556148071534e-31,"TFPT"
"LILRA2",1.33114271684339e-35,1.9376375776339,0.21,0.131,2.66108740524161e-31,"LILRA2"
"LRP10",1.33882006882968e-35,2.10941537663351,0.429,0.381,2.67643519959741e-31,"LRP10"
"FABP5",1.41053197836744e-35,-0.567450255848045,0.078,0.149,2.81979447795436e-31,"FABP5"
"CPD",1.50118191045098e-35,2.19617791696691,0.228,0.149,3.00101275718256e-31,"CPD"
"BTBD1",1.51968922625773e-35,-0.296586514365032,0.11,0.188,3.03801073221183e-31,"BTBD1"
"PAK1IP1",1.52626156964486e-35,-1.11374939578452,0.08,0.149,3.05114950387705e-31,"PAK1IP1"
"SMC2",1.57212742675215e-35,-0.837222960419242,0.057,0.12,3.14283993882022e-31,"SMC2"
"CD164",1.61776402109192e-35,0.272735771741553,0.437,0.651,3.23407205456485e-31,"CD164"
"ECE1",1.65979724540678e-35,2.23902238604374,0.237,0.156,3.3181006732927e-31,"ECE1"
"DCUN1D4",1.66660541254252e-35,-0.795752353290103,0.045,0.103,3.33171088021375e-31,"DCUN1D4"
"METTL17",1.70703751570532e-35,-0.677528126344302,0.09,0.164,3.41253869764651e-31,"METTL17"
"ZNF780B",1.72272528042037e-35,-0.541567051545353,0.052,0.114,3.44390010808836e-31,"ZNF780B"
"STYX",1.79606592140112e-35,-0.470469505226299,0.123,0.204,3.59051538347298e-31,"STYX"
"PPP1R8",1.84762267681041e-35,-0.488512333255938,0.082,0.153,3.69358249321169e-31,"PPP1R8"
"NUP37",1.85733699396267e-35,-0.654704848244166,0.067,0.134,3.71300238463077e-31,"NUP37"
"DNAJB9",1.93742889743429e-35,-0.368818264270192,0.076,0.146,3.87311410886089e-31,"DNAJB9"
"RIF1",1.95375919695156e-35,0.272211165955827,0.23,0.345,3.90576001062586e-31,"RIF1"
"FBXO8",2.07636768953775e-35,-0.467220279977392,0.047,0.106,4.15086664815492e-31,"FBXO8"
"GALT",2.44677136862776e-35,-0.794709150488485,0.076,0.145,4.89134064302375e-31,"GALT"
"ANAPC10",2.51405798111243e-35,-0.835050867049037,0.061,0.125,5.02585331004185e-31,"ANAPC10"
"MARCH6",2.691789628518e-35,0.329555301223878,0.246,0.361,5.38115664637034e-31,"MARCH6"
"VPS50",2.69842685964939e-35,-0.870100370646119,0.078,0.147,5.3944251351251e-31,"VPS50"
"FAM3C",2.81844120552558e-35,-0.520274828131023,0.108,0.189,5.63434581396618e-31,"FAM3C"
"PAICS",2.85696846855009e-35,-0.752541379570043,0.069,0.135,5.71136566547849e-31,"PAICS"
"MFN2",2.85775338526147e-35,2.57840675902423,0.155,0.083,5.71293479247621e-31,"MFN2"
"UBR1",3.00372920856e-35,-0.325197335453428,0.105,0.182,6.00475506083229e-31,"UBR1"
"BANK1",3.01169219310207e-35,1.09327248631942,0.142,0.071,6.02067386323035e-31,"BANK1"
"LRRC25",3.11654491054663e-35,1.80109080502507,0.235,0.152,6.23028493067376e-31,"LRRC25"
"SEMA4A",3.3823698684164e-35,2.23225519626414,0.178,0.103,6.76169560395123e-31,"SEMA4A"
"LINC01001",3.40055063362211e-35,2.4512971832225,0.12,0.056,6.79804077167397e-31,"LINC01001"
"AC087190.1",3.76109542739765e-35,-0.346671794560676,0.071,0.139,7.51880586891065e-31,"AC087190.1"
"ZNF557",3.87736858182426e-35,-0.382889795125535,0.059,0.123,7.75124753192489e-31,"ZNF557"
"POLR2D",3.99411957497281e-35,-0.849132968205752,0.068,0.134,7.98464444232814e-31,"POLR2D"
"EID2",4.00018778348067e-35,-0.899551815710557,0.069,0.134,7.99677539795621e-31,"EID2"
"MCTP1",4.07887612229594e-35,2.32128325993697,0.203,0.127,8.15408125608182e-31,"MCTP1"
"VAMP4",4.11622616707222e-35,-0.323579884280203,0.099,0.175,8.22874773059406e-31,"VAMP4"
"NFKBIA",4.16727453496721e-35,1.60298790101652,0.519,0.532,8.33079852285295e-31,"NFKBIA"
"EMC10",4.35518885909023e-35,-0.319455531569294,0.189,0.285,8.70645804820728e-31,"EMC10"
"ALDH2",4.53241949491895e-35,1.55178512369057,0.214,0.14,9.06075981229248e-31,"ALDH2"
"RRM1",5.33702406264942e-35,-0.638298146055509,0.046,0.105,1.06692448036425e-30,"RRM1"
"RAD51C",5.53751382543474e-35,-0.82433379210604,0.068,0.135,1.10700438884266e-30,"RAD51C"
"LILRB1",5.58119036393516e-35,-1.12740273305501,0.127,0.204,1.11573576565428e-30,"LILRB1"
"AHI1",5.59397295185089e-35,-0.990980898537266,0.051,0.111,1.11829113280451e-30,"AHI1"
"SRSF4",5.60339767234676e-35,0.357114206207213,0.362,0.52,1.12017522867884e-30,"SRSF4"
"CDK5RAP2",5.7908415439829e-35,0.325496231074091,0.105,0.186,1.15764713305762e-30,"CDK5RAP2"
"C19orf12",5.92328573309309e-35,-0.875899426687546,0.07,0.135,1.18412405090264e-30,"C19orf12"
"YLPM1",5.94204362354337e-35,-0.280543904045451,0.134,0.218,1.18787394078255e-30,"YLPM1"
"MGAT2",6.02376919367179e-35,-0.593175285643751,0.095,0.167,1.20421169950693e-30,"MGAT2"
"TECPR1",6.05837744774184e-35,-0.356179420634728,0.12,0.198,1.21113023557807e-30,"TECPR1"
"WDR46",6.13361636395096e-35,-0.615743432980537,0.11,0.188,1.22617124731744e-30,"WDR46"
"PARG",6.60916462995487e-35,-0.491353207923396,0.095,0.169,1.32123810117428e-30,"PARG"
"BCCIP",6.76444224962776e-35,-0.541900236705494,0.127,0.209,1.35227965012309e-30,"BCCIP"
"ZBTB40",6.8141118295447e-35,-0.828384301417928,0.07,0.136,1.36220909584428e-30,"ZBTB40"
"FAM122A",7.10879113417286e-35,-0.465483081012218,0.066,0.13,1.4211184356325e-30,"FAM122A"
"HIRIP3",7.2953199677765e-35,-0.779993331803098,0.049,0.109,1.4584074147582e-30,"HIRIP3"
"SFR1",7.6285517643096e-35,-0.993785948157675,0.053,0.112,1.52502378320313e-30,"SFR1"
"C3orf38",7.63919958702904e-35,-0.259958043495316,0.127,0.209,1.52715238944298e-30,"C3orf38"
"PTER",8.17148315875069e-35,-0.878326157018955,0.062,0.125,1.63356119826585e-30,"PTER"
"WDR61",8.56401959597188e-35,-0.634954655272274,0.111,0.188,1.71203315743074e-30,"WDR61"
"ATPAF1",9.80293583027e-35,-0.526794650692602,0.065,0.13,1.95970490182928e-30,"ATPAF1"
"MAGT1",1.08411798430025e-34,-0.275550760837322,0.136,0.219,2.16726026241463e-30,"MAGT1"
"STOML2",1.11818831256595e-34,-0.48734658674191,0.155,0.242,2.23537025565059e-30,"STOML2"
"C9orf85",1.13842309493702e-34,-0.669654506938334,0.072,0.139,2.2758216090886e-30,"C9orf85"
"INO80",1.15000642830956e-34,-0.512373056760971,0.121,0.201,2.29897785083365e-30,"INO80"
"RGS14",1.31193151251281e-34,0.492862878863051,0.169,0.267,2.62268228666436e-30,"RGS14"
"CD163",1.44518169972937e-34,1.7280231558881,0.182,0.111,2.88906273592898e-30,"CD163"
"METTL13",1.46888078453417e-34,-0.927790731006629,0.06,0.122,2.93643957636225e-30,"METTL13"
"SMIM25",1.5057301554337e-34,1.80181943040609,0.167,0.094,3.01010515372751e-30,"SMIM25"
"STK25",1.55522144421965e-34,-0.860675527878878,0.09,0.16,3.1090431891395e-30,"STK25"
"ERCC6L2",1.62045483400987e-34,-0.364095466235253,0.096,0.17,3.23945125866912e-30,"ERCC6L2"
"GON7",1.8343295240431e-34,-0.852218636022728,0.061,0.123,3.66700815151455e-30,"GON7"
"ZNF43",1.88781818461102e-34,-0.559883681488054,0.058,0.122,3.77393733285589e-30,"ZNF43"
"SMAD2",1.9891773738496e-34,0.545509800722011,0.244,0.363,3.97656448806273e-30,"SMAD2"
"IL12RB1",2.12494173438691e-34,-0.673543816476962,0.052,0.111,4.24797102121287e-30,"IL12RB1"
"DCAF17",2.14368790368306e-34,-1.20212504653905,0.045,0.101,4.2854464882528e-30,"DCAF17"
"ADK",2.34726549755818e-34,-0.496054224603228,0.127,0.209,4.69241845616855e-30,"ADK"
"TBC1D15",2.40289682241646e-34,0.371744556664919,0.182,0.284,4.80363103769275e-30,"TBC1D15"
"CASP6",2.62364236253727e-34,-1.03358393232146,0.047,0.104,5.24492344694826e-30,"CASP6"
"HENMT1",2.96993436549299e-34,-0.354878642119056,0.047,0.105,5.93719579005704e-30,"HENMT1"
"PICALM",3.10398847622751e-34,1.79382730843437,0.392,0.342,6.20518336282642e-30,"PICALM"
"MRPL27",3.32919948302062e-34,-0.555000207890832,0.143,0.226,6.65540268650652e-30,"MRPL27"
"DAZAP1",3.50533500930938e-34,-0.320253098291109,0.163,0.251,7.00751521711037e-30,"DAZAP1"
"SLC20A1",3.56141357554282e-34,0.47549827964184,0.17,0.266,7.11962187886765e-30,"SLC20A1"
"LAMP1",3.58813801439974e-34,0.349088613566168,0.27,0.392,7.17304670458653e-30,"LAMP1"
"KRI1",3.94255851387698e-34,-0.689146594911926,0.09,0.162,7.88156872509147e-30,"KRI1"
"TECPR2",4.00136034239602e-34,2.97272161832218,0.13,0.066,7.99911946048388e-30,"TECPR2"
"RARS",4.531025924649e-34,-0.310244290319752,0.12,0.198,9.05797392596582e-30,"RARS"
"AGFG1",4.64419631088193e-34,1.98338641617528,0.342,0.289,9.28421284508407e-30,"AGFG1"
"CCDC88B",4.68366500285516e-34,2.18414203732885,0.275,0.198,9.36311470720776e-30,"CCDC88B"
"NFX1",4.71512854047009e-34,-0.316699190239294,0.114,0.194,9.42601346525376e-30,"NFX1"
"FAM210A",4.78080997245675e-34,-1.13397297533654,0.047,0.104,9.5573172159383e-30,"FAM210A"
"MRPL49",5.0882366400106e-34,-0.744953631895407,0.06,0.123,1.01718938670452e-29,"MRPL49"
